Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Sydney-Brisbane,Sydney,Brisbane,Qantas,2005-09-01,593.0,587,6.0,521.0,508.0,66.0,79.0,2005,9
Sydney-Melbourne,Sydney,Melbourne,Qantas,2005-09-01,836.0,810,26.0,677.0,665.0,133.0,145.0,2005,9
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2005-09-01,293.0,293,0.0,271.0,268.0,22.0,25.0,2005,9
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2005-09-01,535.0,534,1.0,507.0,488.0,27.0,46.0,2005,9
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2005-09-01,710.0,705,5.0,654.0,648.0,51.0,57.0,2005,9
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2005-09-01,534.0,533,1.0,470.0,469.0,63.0,64.0,2005,9
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2005-09-01,710.0,706,4.0,666.0,657.0,40.0,49.0,2005,9
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2005-10-01,461.0,458,3.0,347.0,338.0,111.0,120.0,2005,10
Brisbane-Sydney,Brisbane,Sydney,Qantas,2005-10-01,612.0,598,14.0,481.0,458.0,117.0,140.0,2005,10
Melbourne-Sydney,Melbourne,Sydney,Qantas,2005-10-01,863.0,827,36.0,711.0,702.0,116.0,125.0,2005,10
Sydney-Brisbane,Sydney,Brisbane,Qantas,2005-10-01,608.0,596,12.0,518.0,492.0,78.0,104.0,2005,10
Sydney-Melbourne,Sydney,Melbourne,Qantas,2005-10-01,854.0,815,39.0,680.0,660.0,135.0,155.0,2005,10
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2005-10-01,300.0,298,2.0,250.0,254.0,48.0,44.0,2005,10
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2005-10-01,541.0,536,5.0,486.0,471.0,50.0,65.0,2005,10
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2005-10-01,709.0,693,16.0,614.0,629.0,79.0,64.0,2005,10
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2005-10-01,542.0,534,8.0,450.0,434.0,84.0,100.0,2005,10
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2005-10-01,710.0,696,14.0,631.0,609.0,65.0,87.0,2005,10
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2005-11-01,415.0,414,1.0,333.0,347.0,81.0,67.0,2005,11
Brisbane-Sydney,Brisbane,Sydney,Qantas,2005-11-01,591.0,576,15.0,477.0,464.0,99.0,112.0,2005,11
Melbourne-Sydney,Melbourne,Sydney,Qantas,2005-11-01,821.0,784,37.0,608.0,568.0,176.0,216.0,2005,11
Sydney-Brisbane,Sydney,Brisbane,Qantas,2005-11-01,592.0,579,13.0,492.0,509.0,87.0,70.0,2005,11
Sydney-Melbourne,Sydney,Melbourne,Qantas,2005-11-01,816.0,778,38.0,576.0,589.0,202.0,189.0,2005,11
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2005-11-01,292.0,290,2.0,245.0,250.0,45.0,40.0,2005,11
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2005-11-01,493.0,483,10.0,434.0,418.0,49.0,65.0,2005,11
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2005-11-01,670.0,658,12.0,568.0,531.0,90.0,127.0,2005,11
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2005-11-01,493.0,483,10.0,410.0,398.0,73.0,85.0,2005,11
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2005-11-01,670.0,659,11.0,561.0,554.0,98.0,105.0,2005,11
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2005-12-01,446.0,442,4.0,377.0,369.0,65.0,73.0,2005,12
Brisbane-Sydney,Brisbane,Sydney,Qantas,2005-12-01,594.0,585,9.0,488.0,450.0,97.0,135.0,2005,12
Melbourne-Sydney,Melbourne,Sydney,Qantas,2005-12-01,810.0,795,15.0,678.0,657.0,117.0,138.0,2005,12
Sydney-Brisbane,Sydney,Brisbane,Qantas,2005-12-01,600.0,595,5.0,522.0,529.0,73.0,66.0,2005,12
Sydney-Melbourne,Sydney,Melbourne,Qantas,2005-12-01,797.0,778,19.0,646.0,616.0,132.0,162.0,2005,12
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2005-12-01,306.0,301,5.0,261.0,250.0,40.0,51.0,2005,12
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2005-12-01,488.0,476,12.0,404.0,379.0,72.0,97.0,2005,12
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2005-12-01,630.0,616,14.0,530.0,523.0,86.0,93.0,2005,12
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2005-12-01,488.0,474,14.0,378.0,372.0,96.0,102.0,2005,12
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2005-12-01,631.0,618,13.0,545.0,515.0,73.0,103.0,2005,12
Melbourne-Sydney,Melbourne,Sydney,Ozjet,2006-01-01,104.0,104,0.0,99.0,93.0,5.0,11.0,2006,1
Sydney-Melbourne,Sydney,Melbourne,Ozjet,2006-01-01,103.0,102,1.0,96.0,87.0,6.0,15.0,2006,1
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-01-01,440.0,436,4.0,367.0,390.0,69.0,46.0,2006,1
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-01-01,568.0,556,12.0,481.0,475.0,75.0,81.0,2006,1
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-01-01,736.0,717,19.0,614.0,596.0,103.0,121.0,2006,1
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-01-01,567.0,558,9.0,509.0,516.0,49.0,42.0,2006,1
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-01-01,730.0,708,22.0,582.0,583.0,126.0,125.0,2006,1
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-01-01,311.0,308,3.0,278.0,276.0,30.0,32.0,2006,1
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-01-01,495.0,486,9.0,442.0,431.0,44.0,55.0,2006,1
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-01-01,601.0,592,9.0,524.0,509.0,68.0,83.0,2006,1
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-01-01,494.0,481,13.0,427.0,432.0,54.0,49.0,2006,1
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-01-01,602.0,594,8.0,531.0,530.0,63.0,64.0,2006,1
Melbourne-Sydney,Melbourne,Sydney,Ozjet,2006-02-01,133.0,132,1.0,127.0,122.0,5.0,10.0,2006,2
Sydney-Melbourne,Sydney,Melbourne,Ozjet,2006-02-01,133.0,131,2.0,123.0,112.0,8.0,19.0,2006,2
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-02-01,390.0,385,5.0,362.0,372.0,23.0,13.0,2006,2
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-02-01,550.0,544,6.0,494.0,480.0,50.0,64.0,2006,2
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-02-01,790.0,779,11.0,714.0,677.0,65.0,102.0,2006,2
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-02-01,533.0,527,6.0,490.0,492.0,37.0,35.0,2006,2
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-02-01,793.0,781,12.0,696.0,691.0,85.0,90.0,2006,2
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-02-01,274.0,273,1.0,258.0,254.0,15.0,19.0,2006,2
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-02-01,436.0,432,4.0,399.0,386.0,33.0,46.0,2006,2
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-02-01,600.0,595,5.0,534.0,509.0,61.0,86.0,2006,2
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-02-01,436.0,432,4.0,386.0,381.0,46.0,51.0,2006,2
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-02-01,600.0,595,5.0,541.0,539.0,54.0,56.0,2006,2
Melbourne-Sydney,Melbourne,Sydney,Ozjet,2006-03-01,47.0,47,0.0,46.0,42.0,1.0,5.0,2006,3
Sydney-Melbourne,Sydney,Melbourne,Ozjet,2006-03-01,47.0,47,0.0,43.0,42.0,4.0,5.0,2006,3
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-03-01,459.0,453,6.0,410.0,424.0,43.0,29.0,2006,3
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-03-01,620.0,610,10.0,546.0,532.0,64.0,78.0,2006,3
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-03-01,924.0,895,29.0,820.0,787.0,75.0,108.0,2006,3
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-03-01,619.0,609,10.0,563.0,558.0,46.0,51.0,2006,3
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-03-01,923.0,898,25.0,797.0,808.0,101.0,90.0,2006,3
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-03-01,304.0,302,2.0,280.0,280.0,22.0,22.0,2006,3
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-03-01,509.0,501,8.0,461.0,448.0,40.0,53.0,2006,3
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-03-01,689.0,683,6.0,621.0,606.0,62.0,77.0,2006,3
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-03-01,508.0,499,9.0,447.0,439.0,52.0,60.0,2006,3
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-03-01,689.0,680,9.0,631.0,636.0,49.0,44.0,2006,3
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-04-01,439.0,429,10.0,388.0,386.0,41.0,43.0,2006,4
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-04-01,593.0,589,4.0,527.0,517.0,62.0,72.0,2006,4
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-04-01,860.0,825,35.0,732.0,738.0,93.0,87.0,2006,4
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-04-01,595.0,590,5.0,550.0,554.0,40.0,36.0,2006,4
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-04-01,852.0,820,32.0,726.0,715.0,94.0,105.0,2006,4
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-04-01,285.0,281,4.0,250.0,255.0,31.0,26.0,2006,4
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-04-01,483.0,476,7.0,422.0,418.0,54.0,58.0,2006,4
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-04-01,681.0,660,21.0,568.0,587.0,92.0,73.0,2006,4
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-04-01,483.0,475,8.0,405.0,401.0,70.0,74.0,2006,4
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-04-01,681.0,662,19.0,607.0,593.0,55.0,69.0,2006,4
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-05-01,429.0,422,7.0,401.0,405.0,21.0,17.0,2006,5
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-05-01,598.0,594,4.0,556.0,550.0,38.0,44.0,2006,5
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-05-01,883.0,855,28.0,758.0,732.0,97.0,123.0,2006,5
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-05-01,598.0,592,6.0,543.0,564.0,49.0,28.0,2006,5
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-05-01,882.0,856,26.0,752.0,739.0,104.0,117.0,2006,5
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-05-01,302.0,301,1.0,282.0,290.0,19.0,11.0,2006,5
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-05-01,507.0,499,8.0,454.0,452.0,45.0,47.0,2006,5
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-05-01,711.0,697,14.0,636.0,630.0,61.0,67.0,2006,5
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-05-01,507.0,500,7.0,451.0,445.0,49.0,55.0,2006,5
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-05-01,711.0,696,15.0,633.0,638.0,63.0,58.0,2006,5
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-06-01,440.0,432,8.0,389.0,403.0,43.0,29.0,2006,6
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-06-01,601.0,589,12.0,514.0,492.0,75.0,97.0,2006,6
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-06-01,853.0,819,34.0,670.0,643.0,149.0,176.0,2006,6
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-06-01,600.0,588,12.0,510.0,514.0,78.0,74.0,2006,6
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-06-01,855.0,822,33.0,635.0,636.0,187.0,186.0,2006,6
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-06-01,292.0,283,9.0,236.0,240.0,47.0,43.0,2006,6
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-06-01,490.0,471,19.0,393.0,375.0,78.0,96.0,2006,6
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-06-01,683.0,650,33.0,538.0,514.0,112.0,136.0,2006,6
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-06-01,490.0,465,25.0,365.0,352.0,100.0,113.0,2006,6
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-06-01,682.0,649,33.0,537.0,530.0,112.0,119.0,2006,6
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-07-01,460.0,450,10.0,396.0,400.0,54.0,50.0,2006,7
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-07-01,625.0,623,2.0,525.0,516.0,98.0,107.0,2006,7
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-07-01,862.0,834,28.0,717.0,685.0,117.0,149.0,2006,7
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-07-01,625.0,624,1.0,520.0,541.0,104.0,83.0,2006,7
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-07-01,856.0,828,28.0,673.0,640.0,155.0,188.0,2006,7
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-07-01,299.0,298,1.0,239.0,243.0,59.0,55.0,2006,7
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-07-01,502.0,491,11.0,422.0,412.0,69.0,79.0,2006,7
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-07-01,696.0,680,16.0,593.0,587.0,87.0,93.0,2006,7
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-07-01,502.0,489,13.0,395.0,400.0,94.0,89.0,2006,7
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-07-01,696.0,681,15.0,588.0,581.0,93.0,100.0,2006,7
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-08-01,441.0,420,21.0,393.0,398.0,27.0,22.0,2006,8
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-08-01,620.0,610,10.0,550.0,528.0,60.0,82.0,2006,8
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-08-01,871.0,843,28.0,767.0,764.0,76.0,79.0,2006,8
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-08-01,619.0,610,9.0,558.0,568.0,52.0,42.0,2006,8
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-08-01,871.0,844,27.0,750.0,729.0,94.0,115.0,2006,8
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-08-01,302.0,302,0.0,275.0,257.0,27.0,45.0,2006,8
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-08-01,511.0,502,9.0,460.0,451.0,42.0,51.0,2006,8
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-08-01,717.0,706,11.0,633.0,630.0,73.0,76.0,2006,8
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-08-01,510.0,500,10.0,447.0,449.0,53.0,51.0,2006,8
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-08-01,717.0,705,12.0,652.0,633.0,53.0,72.0,2006,8
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-09-01,452.0,451,1.0,406.0,414.0,45.0,37.0,2006,9
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-09-01,605.0,601,4.0,521.0,506.0,80.0,95.0,2006,9
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-09-01,858.0,831,27.0,711.0,710.0,120.0,121.0,2006,9
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-09-01,602.0,599,3.0,519.0,537.0,80.0,62.0,2006,9
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-09-01,857.0,836,21.0,661.0,644.0,175.0,192.0,2006,9
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-09-01,291.0,291,0.0,248.0,257.0,43.0,34.0,2006,9
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-09-01,517.0,515,2.0,469.0,454.0,46.0,61.0,2006,9
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-09-01,738.0,730,8.0,646.0,644.0,84.0,86.0,2006,9
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-09-01,518.0,515,3.0,446.0,441.0,69.0,74.0,2006,9
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-09-01,739.0,729,10.0,650.0,639.0,79.0,90.0,2006,9
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-10-01,467.0,463,4.0,433.0,446.0,30.0,17.0,2006,10
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-10-01,645.0,644,1.0,584.0,562.0,60.0,82.0,2006,10
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-10-01,890.0,865,25.0,773.0,758.0,92.0,107.0,2006,10
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-10-01,646.0,646,0.0,571.0,596.0,75.0,50.0,2006,10
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-10-01,862.0,861,1.0,726.0,711.0,135.0,150.0,2006,10
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-10-01,302.0,302,0.0,280.0,288.0,22.0,14.0,2006,10
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-10-01,555.0,552,3.0,532.0,524.0,20.0,28.0,2006,10
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-10-01,764.0,754,10.0,720.0,717.0,34.0,37.0,2006,10
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-10-01,555.0,552,3.0,509.0,510.0,43.0,42.0,2006,10
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-10-01,764.0,754,10.0,725.0,719.0,29.0,35.0,2006,10
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-11-01,439.0,438,1.0,397.0,404.0,41.0,34.0,2006,11
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-11-01,646.0,639,7.0,559.0,521.0,80.0,118.0,2006,11
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-11-01,906.0,889,17.0,776.0,717.0,113.0,172.0,2006,11
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-11-01,646.0,641,5.0,536.0,548.0,105.0,93.0,2006,11
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-11-01,908.0,891,17.0,723.0,717.0,168.0,174.0,2006,11
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-11-01,304.0,304,0.0,251.0,261.0,53.0,43.0,2006,11
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-11-01,548.0,536,12.0,483.0,471.0,53.0,65.0,2006,11
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-11-01,712.0,710,2.0,615.0,576.0,95.0,134.0,2006,11
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-11-01,548.0,537,11.0,456.0,446.0,81.0,91.0,2006,11
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-11-01,712.0,708,4.0,624.0,627.0,84.0,81.0,2006,11
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2006-12-01,458.0,455,3.0,389.0,400.0,66.0,55.0,2006,12
Brisbane-Sydney,Brisbane,Sydney,Qantas,2006-12-01,656.0,648,8.0,546.0,532.0,102.0,116.0,2006,12
Melbourne-Sydney,Melbourne,Sydney,Qantas,2006-12-01,906.0,898,8.0,736.0,691.0,162.0,207.0,2006,12
Sydney-Brisbane,Sydney,Brisbane,Qantas,2006-12-01,655.0,649,6.0,550.0,574.0,99.0,75.0,2006,12
Sydney-Melbourne,Sydney,Melbourne,Qantas,2006-12-01,905.0,888,17.0,713.0,707.0,175.0,181.0,2006,12
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2006-12-01,325.0,325,0.0,292.0,287.0,33.0,38.0,2006,12
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2006-12-01,538.0,526,12.0,493.0,479.0,33.0,47.0,2006,12
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2006-12-01,705.0,702,3.0,606.0,571.0,96.0,131.0,2006,12
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2006-12-01,537.0,525,12.0,457.0,459.0,68.0,66.0,2006,12
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2006-12-01,706.0,702,4.0,628.0,622.0,74.0,80.0,2006,12
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2007-01-01,455.0,454,1.0,414.0,433.0,40.0,21.0,2007,1
Brisbane-Sydney,Brisbane,Sydney,Qantas,2007-01-01,661.0,637,24.0,592.0,578.0,45.0,59.0,2007,1
Melbourne-Sydney,Melbourne,Sydney,Qantas,2007-01-01,782.0,770,12.0,688.0,661.0,82.0,109.0,2007,1
Sydney-Brisbane,Sydney,Brisbane,Qantas,2007-01-01,663.0,640,23.0,593.0,597.0,47.0,43.0,2007,1
Sydney-Melbourne,Sydney,Melbourne,Qantas,2007-01-01,780.0,772,8.0,668.0,660.0,104.0,112.0,2007,1
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2007-01-01,308.0,308,0.0,271.0,276.0,37.0,32.0,2007,1
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2007-01-01,552.0,539,13.0,501.0,489.0,38.0,50.0,2007,1
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2007-01-01,715.0,709,6.0,645.0,627.0,64.0,82.0,2007,1
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2007-01-01,551.0,539,12.0,489.0,484.0,50.0,55.0,2007,1
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2007-01-01,715.0,708,7.0,655.0,650.0,53.0,58.0,2007,1
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2007-02-01,403.0,399,4.0,371.0,383.0,28.0,16.0,2007,2
Brisbane-Sydney,Brisbane,Sydney,Qantas,2007-02-01,601.0,582,19.0,537.0,518.0,45.0,64.0,2007,2
Melbourne-Sydney,Melbourne,Sydney,Qantas,2007-02-01,832.0,815,17.0,728.0,664.0,87.0,151.0,2007,2
Sydney-Brisbane,Sydney,Brisbane,Qantas,2007-02-01,603.0,585,18.0,525.0,534.0,60.0,51.0,2007,2
Sydney-Melbourne,Sydney,Melbourne,Qantas,2007-02-01,829.0,815,14.0,680.0,670.0,135.0,145.0,2007,2
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2007-02-01,273.0,271,2.0,240.0,250.0,31.0,21.0,2007,2
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2007-02-01,505.0,488,17.0,440.0,432.0,48.0,56.0,2007,2
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2007-02-01,660.0,651,9.0,577.0,531.0,74.0,120.0,2007,2
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2007-02-01,505.0,489,16.0,415.0,404.0,74.0,85.0,2007,2
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2007-02-01,660.0,651,9.0,578.0,579.0,73.0,72.0,2007,2
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2007-03-01,447.0,439,8.0,406.0,408.0,33.0,31.0,2007,3
Brisbane-Sydney,Brisbane,Sydney,Qantas,2007-03-01,675.0,657,18.0,592.0,577.0,65.0,80.0,2007,3
Melbourne-Sydney,Melbourne,Sydney,Qantas,2007-03-01,948.0,930,18.0,792.0,770.0,138.0,160.0,2007,3
Sydney-Brisbane,Sydney,Brisbane,Qantas,2007-03-01,683.0,662,21.0,580.0,597.0,82.0,65.0,2007,3
Sydney-Melbourne,Sydney,Melbourne,Qantas,2007-03-01,936.0,924,12.0,759.0,745.0,165.0,179.0,2007,3
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2007-03-01,300.0,298,2.0,273.0,271.0,25.0,27.0,2007,3
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2007-03-01,559.0,545,14.0,482.0,477.0,63.0,68.0,2007,3
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2007-03-01,730.0,724,6.0,597.0,590.0,127.0,134.0,2007,3
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2007-03-01,560.0,546,14.0,454.0,438.0,92.0,108.0,2007,3
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2007-03-01,731.0,726,5.0,625.0,610.0,101.0,116.0,2007,3
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2007-04-01,439.0,434,5.0,393.0,399.0,41.0,35.0,2007,4
Brisbane-Sydney,Brisbane,Sydney,Qantas,2007-04-01,654.0,641,13.0,587.0,577.0,54.0,64.0,2007,4
Melbourne-Sydney,Melbourne,Sydney,Qantas,2007-04-01,884.0,850,34.0,777.0,746.0,73.0,104.0,2007,4
Sydney-Brisbane,Sydney,Brisbane,Qantas,2007-04-01,654.0,642,12.0,577.0,606.0,65.0,36.0,2007,4
Sydney-Melbourne,Sydney,Melbourne,Qantas,2007-04-01,884.0,852,32.0,728.0,737.0,124.0,115.0,2007,4
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2007-04-01,293.0,289,4.0,250.0,257.0,39.0,32.0,2007,4
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2007-04-01,533.0,514,19.0,451.0,432.0,63.0,82.0,2007,4
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2007-04-01,705.0,684,21.0,622.0,612.0,62.0,72.0,2007,4
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2007-04-01,532.0,511,21.0,429.0,427.0,82.0,84.0,2007,4
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2007-04-01,704.0,683,21.0,614.0,608.0,69.0,75.0,2007,4
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2007-05-01,453.0,448,5.0,410.0,424.0,38.0,24.0,2007,5
Brisbane-Sydney,Brisbane,Sydney,Qantas,2007-05-01,659.0,646,13.0,595.0,588.0,51.0,58.0,2007,5
Melbourne-Sydney,Melbourne,Sydney,Qantas,2007-05-01,959.0,923,36.0,834.0,817.0,89.0,106.0,2007,5
Sydney-Brisbane,Sydney,Brisbane,Qantas,2007-05-01,665.0,656,9.0,597.0,602.0,59.0,54.0,2007,5
